GHG Intensity (kg CO2e/sq ft)_sqrt,GHG Intensity (kg CO2e/sq ft),Reporting Status,Reporting Status_Submitted Data,Weather Normalized Source EUI (kBtu/sq ft)_sqrt,Weather Normalized Source EUI (kBtu/sq ft)_log,Source EUI (kBtu/sq ft)_log,Source EUI (kBtu/sq ft)_sqrt,Source EUI (kBtu/sq ft),Chicago Energy Rating
4.2544093,18.1,Submitted Data,True,18.163149,5.801816,5.7825937,17.988886,323.6,2.0
2.792848,7.8,Submitted Data,True,12.275992,5.021905,4.9904327,12.083046,146.0,1.0
2.8635643,8.2,Submitted Data,True,12.320714,5.02913,5.0059576,12.177849,148.3,2.0
2.8982754,8.4,Submitted Data,True,12.441865,5.048573,5.02913,12.320714,151.8,3.0
1.8973666,3.6,Submitted Data,True,8.018728,4.1789923,4.1881385,8.056053,64.9,4.0
3.4058774,11.6,Submitted Data,True,14.587666,5.365041,5.3608227,14.556786,211.9,2.5
2.6191602,6.86,Not Submitted,False,11.499565,4.892152,4.8647614,11.341957,128.64,0.0
3.1144824,9.7,Submitted Data,True,13.56466,5.220356,5.17615,13.2664995,176.0,0.0
2.48998,6.2,Submitted Data,True,10.968136,4.798267,4.7774415,10.853571,117.8,3.5
2.6645825,7.1,Submitted Data,True,11.823705,4.9473405,4.882802,11.445523,131.0,3.5
4.2071366,17.7,Submitted Data,True,18.635986,5.853064,5.812338,18.259245,333.4,1.0
2.9154758,8.5,Submitted Data,True,13.209845,5.1676393,5.106551,12.810152,164.1,2.0
2.626785,6.9,Submitted Data,True,11.536898,4.898586,4.869072,11.366618,129.2,2.5
2.32379,5.4,Submitted Data,True,10.691118,4.7475376,4.646312,10.15874,103.2,4.0
3.193744,10.2,Submitted Data,True,13.834739,5.2595763,5.253843,13.794927,190.3,1.0
2.302173,5.3,Submitted Data,True,10.009995,4.617099,4.607168,9.95992,99.2,4.0
3.6469164,13.3,Submitted Data,True,16.056152,5.5560555,5.4818883,15.469324,239.3,1.0
2.1679482,4.7,Submitted Data,True,9.731393,4.5612183,4.5075574,9.471008,89.7,4.0
2.720294,7.4,Submitted Data,True,12.033287,4.982236,4.933034,11.738825,137.8,2.5
2.4698179,6.1,Submitted Data,True,11.300443,4.8574843,4.7757564,10.844354,117.6,3.0
2.4289916,5.9,Submitted Data,True,10.733127,4.755313,4.7184987,10.535654,111.0,3.0
2.408319,5.8,Submitted Data,True,10.47855,4.707727,4.683057,10.348913,107.1,4.0
2.9154758,8.5,Submitted Data,True,13.149144,5.1584806,5.106551,12.810152,164.1,1.0
2.529822,6.4,Submitted Data,True,10.853571,4.7774415,4.7866583,10.904128,118.9,3.5
2.607681,6.8,Submitted Data,True,11.423659,4.879007,4.8512487,11.26499,126.9,2.0
2.0976176,4.4,Submitted Data,True,9.143304,4.4379344,4.4140096,9.033272,81.6,4.0
4.0620193,16.5,Submitted Data,True,17.592611,5.738184,5.7242384,17.469975,305.2,1.0
2.6457512,7.0,Submitted Data,True,11.497826,4.891852,4.876723,11.4105215,130.2,2.0
1.8165902,3.3,Submitted Data,True,8.0062475,4.175925,4.1494637,7.899367,62.4,4.0
4.3358965,18.8,Submitted Data,True,13.052203,5.1437664,5.9113383,19.188538,368.2,4.0
2.6832817,7.2,Submitted Data,True,11.781342,4.9402127,4.9148583,11.631853,135.3,2.5
2.32379,5.4,Submitted Data,True,10.202941,4.6549125,4.634729,10.099504,102.0,4.0
2.302173,5.3,Submitted Data,True,10.469002,4.70592,4.619073,10.01998,100.4,4.0
2.8635643,8.2,Submitted Data,True,12.565826,5.068275,5.048573,12.441865,154.8,1.5
2.9325757,8.6,Submitted Data,True,12.802343,5.105339,5.085124,12.672806,160.6,4.0
2.345208,5.5,Not Submitted,False,10.371114,4.687303,4.654341,10.2,104.04,0.0
2.513961,6.32,Not Submitted,False,11.1139555,4.824466,4.794136,10.945318,119.8,0.0
2.0,4.0,Submitted Data,True,9.093954,4.427239,4.3579903,8.780661,77.1,0.0
2.720294,7.4,Submitted Data,True,12.091319,4.991792,4.9508853,11.8448305,140.3,2.0
1.5811388,2.5,Submitted Data,True,7.3552704,4.0091496,3.8795,6.8847656,47.4,4.0
3.065942,9.4,Submitted Data,True,13.408952,5.1973915,5.17162,13.236314,175.2,2.0
2.7964263,7.82,Not Submitted,False,12.0995865,4.9931498,4.9634037,11.919731,142.08,0.0
2.810694,7.9,Submitted Data,True,12.39758,5.0414877,5.008633,12.194261,148.7,3.0
2.529822,6.4,Submitted Data,True,11.344603,4.865224,4.8194747,11.086027,122.9,2.5
2.6645825,7.1,Submitted Data,True,11.5931015,4.908233,4.884316,11.454257,131.2,2.0
3.2403703,10.5,Submitted Data,True,14.103191,5.297817,5.2642436,13.867228,192.3,1.0
2.3874674,5.7,Submitted Data,True,10.691118,4.7475376,4.70411,10.459446,109.4,1.5
4.494441,20.2,Submitted Data,True,19.27693,5.9205055,5.9205055,19.27693,371.6,2.0
2.258318,5.1,Submitted Data,True,10.387492,4.69043,4.6259527,10.05485,101.1,4.0
2.738613,7.5,Submitted Data,True,11.903781,4.9607444,4.94307,11.798305,139.2,2.0
2.6683328,7.12,Not Submitted,False,11.73286,4.932025,4.8909507,11.492606,132.08,0.0
2.5690465,6.6,Submitted Data,True,11.423659,4.879007,4.8433995,11.220517,125.9,3.5
3.0331502,9.2,Submitted Data,True,13.194695,5.165357,5.1480756,13.08052,171.1,2.0
2.0976176,4.4,Submitted Data,True,9.121404,4.433195,4.4212475,9.0664215,82.2,4.0
3.224903,10.4,Submitted Data,True,14.103191,5.297817,5.2464976,13.74409,188.9,1.0
2.258318,5.1,Submitted Data,True,9.7262535,4.560173,4.5185223,9.523655,90.7,4.0
2.0736442,4.3,Submitted Data,True,8.966604,4.3993754,4.3993754,8.966604,80.4,4.0
2.626785,6.9,Submitted Data,True,12.016655,4.9794884,4.8744335,11.397368,129.9,1.5
2.660827,7.08,Not Submitted,False,11.713241,4.928702,4.9051266,11.574973,133.98,0.0
5.2249403,27.3,Not Submitted,False,22.009542,6.1850147,6.178774,21.94083,481.4,0.0
3.2093613,10.3,Submitted Data,True,13.957077,5.277094,5.2574954,13.820275,191.0,1.0
5.7183914,32.7,Submitted Data,True,24.706274,6.4157515,6.3964295,24.468348,598.7,3.5
2.6645825,7.1,Submitted Data,True,11.661903,4.919981,4.884316,11.454257,131.2,4.0
2.588436,6.7,Submitted Data,True,11.21606,4.842611,4.822698,11.1040535,123.3,3.5
2.607681,6.8,Submitted Data,True,11.335784,4.863681,4.8346934,11.171392,124.8,4.0
2.607681,6.8,Submitted Data,True,11.5386305,4.898884,4.866303,11.350771,128.84,0.0
3.0232432,9.14,Exempt,False,12.961481,5.1298985,5.120983,12.903488,166.5,2.9
2.0248456,4.1,Submitted Data,True,9.022195,4.4115853,4.350278,8.746428,76.5,4.0
2.408319,5.8,Submitted Data,True,10.440307,4.7004805,4.6784205,10.324728,106.6,3.5
2.529822,6.4,Submitted Data,True,11.081516,4.8186674,4.788325,10.913295,119.1,3.5
2.588436,6.7,Submitted Data,True,11.162437,4.833102,4.797442,10.963576,120.2,4.0
2.7018511,7.3,Submitted Data,True,12.128479,4.9978876,4.945919,11.815245,139.6,1.0
2.4779024,6.14,Not Submitted,False,11.095044,4.821088,4.7765994,10.848963,117.7,0.0
2.5690465,6.6,Submitted Data,True,11.375412,4.8706064,4.836282,11.18034,125.0,3.5
2.345208,5.5,Submitted Data,True,10.251829,4.664382,4.641502,10.134101,102.7,3.5
2.720294,7.4,Submitted Data,True,11.886968,4.9579377,4.934474,11.74734,138.0,2.5
2.3958297,5.74,Exempt,False,10.529957,4.717427,4.6845355,10.356641,107.26,0.0
2.258318,5.1,Submitted Data,True,10.079682,4.630838,4.5808773,9.82853,96.6,4.0
3.9749215,15.8,Submitted Data,True,16.795834,5.6458,5.64474,16.7869,281.8,1.0
4.1231055,17.0,Submitted Data,True,17.595453,5.738506,5.729775,17.518562,306.9,2.0
2.1213202,4.5,Submitted Data,True,9.433981,4.4998097,4.4531837,9.21412,84.9,4.0
2.48998,6.2,Submitted Data,True,11.476062,4.888091,4.7782826,10.858176,117.9,3.0
2.9664793,8.8,Submitted Data,True,13.145341,5.157905,5.1251535,12.930584,167.2,1.0
3.082207,9.5,Submitted Data,True,13.427584,5.2001534,5.18906,13.352902,178.3,1.5
3.082207,9.5,Submitted Data,True,13.586759,5.2235937,5.192401,13.37535,178.9,1.0
2.280351,5.2,Submitted Data,True,10.173495,4.649187,4.59512,9.899495,98.0,4.0
2.1679482,4.7,Submitted Data,True,9.6228895,4.5390306,4.5086594,9.476286,89.8,4.0
2.810694,7.9,Submitted Data,True,12.267844,5.0205855,5.003275,12.161414,147.9,2.5
2.302173,5.3,Submitted Data,True,9.9699545,4.6091623,4.594109,9.894443,97.9,4.0
2.7748873,7.7,Submitted Data,True,12.860793,5.1143947,5.0099683,12.202458,148.9,2.0
2.75318,7.58,Not Submitted,False,11.965785,4.9710627,4.9484763,11.830469,139.96,0.0
1.8439089,3.4,Submitted Data,True,8.336666,4.255613,4.1835756,8.037413,64.6,4.0
3.0,9.0,Submitted Data,True,13.21363,5.1682086,5.1410785,13.03457,169.9,1.0
2.32379,5.4,Submitted Data,True,10.212737,4.6568136,4.631812,10.084641,101.7,4.0
0.0,0.0,Submitted Data,True,0.5477226,0.26236427,0.26236427,0.5477226,0.3,4.0
2.1679482,4.7,Submitted Data,True,9.690201,4.5528235,4.5075574,9.471008,89.7,4.0
2.7018511,7.3,Submitted Data,True,12.132601,4.998563,4.9394975,11.777097,138.7,2.5
2.48998,6.2,Submitted Data,True,10.853571,4.7774415,4.7458014,10.68176,114.1,3.5
2.75318,7.58,Exempt,False,11.965785,4.9710627,4.9484763,11.830469,139.96,0.0
2.8635643,8.2,Submitted Data,True,12.39758,5.0414877,5.001258,12.149074,147.6,4.0
2.6645825,7.1,Submitted Data,True,11.9874935,4.974663,4.865224,11.344603,128.7,3.0
2.792848,7.8,Submitted Data,True,12.227019,5.013963,4.9794884,12.016655,144.4,3.5
2.4698179,6.1,Submitted Data,True,11.113055,4.8243055,4.7388268,10.644247,113.3,3.5
2.48998,6.2,Submitted Data,True,11.229425,4.844974,4.7757564,10.844354,117.6,3.5
2.7748873,7.7,Submitted Data,True,12.312595,5.02782,4.9712014,11.96662,143.2,2.5
1.7029387,2.9,Submitted Data,True,7.6288924,4.0809216,4.01998,7.395945,54.7,4.0
2.48998,6.2,Submitted Data,True,10.959015,4.7966166,4.7757564,10.844354,117.6,2.5
2.8982754,8.4,Submitted Data,True,12.680694,5.086361,5.06386,12.537943,157.2,1.0
2.50998,6.3,Submitted Data,True,11.153475,4.8315086,4.788325,10.913295,119.1,3.0
2.50998,6.3,Submitted Data,True,10.954452,4.7957907,4.7715316,10.821276,117.1,4.0
2.745906,7.54,Not Submitted,False,12.065654,4.9875712,4.9534297,11.860017,140.66,0.0
2.5495098,6.5,Submitted Data,True,11.202679,4.8402424,4.815431,11.063454,122.4,3.0
2.0,4.0,Submitted Data,True,8.927485,4.3907385,4.326778,8.642916,74.7,4.0
2.5690465,6.6,Submitted Data,True,11.211601,4.841822,4.7824793,10.881176,118.4,4.0
3.0166206,9.1,Submitted Data,True,13.352902,5.18906,5.1369743,13.00769,169.2,2.0
2.9154758,8.5,Submitted Data,True,12.743626,5.0962014,5.0795393,12.637246,159.7,2.0
2.8982754,8.4,Submitted Data,True,12.605555,5.0745487,5.0530562,12.469964,155.5,4.0
2.3874674,5.7,Submitted Data,True,10.56409,4.7238417,4.68675,10.36822,107.5,3.5
2.8460498,8.1,Submitted Data,True,12.481987,5.054971,5.025852,12.300406,151.3,3.0
2.2627418,5.12,Exempt,False,9.998,4.6147246,4.57244,9.786726,95.78,3.6
2.1908903,4.8,Submitted Data,True,10.014989,4.6180863,4.5570297,9.710818,94.3,4.0
2.9223278,8.54,Not Submitted,False,12.771061,5.100476,5.0754237,12.611106,159.04,0.0
2.1908903,4.8,Submitted Data,True,9.518403,4.5174313,4.4931207,9.402127,88.4,3.5
2.810694,7.9,Submitted Data,True,12.033287,4.982236,4.9705076,11.962441,143.1,2.0
1.9235384,3.7,Submitted Data,True,8.246211,4.2341065,4.2341065,8.246211,68.0,4.0
2.5495098,6.5,Submitted Data,True,10.940749,4.7933083,4.7799635,10.867382,118.1,4.0
2.8460498,8.1,Submitted Data,True,12.251531,5.017942,4.9870253,12.062338,145.5,3.0
2.1679482,4.7,Submitted Data,True,9.638465,4.5422306,4.5053496,9.4604435,89.5,4.0
2.9325757,8.6,Submitted Data,True,12.8335495,5.110179,5.091908,12.716131,161.7,4.0
3.1780498,10.1,Submitted Data,True,13.813037,5.256453,5.242276,13.714955,188.1,1.0
2.144761,4.6,Submitted Data,True,9.648834,4.5443583,4.4750614,9.316651,86.8,4.0
2.505993,6.28,Not Submitted,False,11.0390215,4.8110456,4.764394,10.782393,116.26,0.0
3.0166206,9.1,Submitted Data,True,13.292855,5.1800966,5.1035185,12.790622,163.6,4.0
2.5845697,6.68,Not Submitted,False,11.363978,4.868611,4.8340573,11.16781,124.72,0.0
2.810694,7.9,Submitted Data,True,12.288206,5.0238805,4.9965363,12.120231,146.9,2.0
2.408319,5.8,Submitted Data,True,10.397115,4.692265,4.685828,10.363398,107.4,3.0
3.193744,10.2,Submitted Data,True,13.885244,5.2668266,5.2428045,13.7186,188.2,3.5
2.6457512,7.0,Submitted Data,True,11.895377,4.959342,4.893352,11.50652,132.4,3.0
2.209072,4.88,Submitted Data,True,9.538343,4.521571,4.5057917,9.462558,89.54,0.0
2.720294,7.4,Submitted Data,True,11.789826,4.9416423,4.9272537,11.7046995,137.0,3.0
2.7748873,7.7,Submitted Data,True,12.263768,5.019925,4.9642425,11.924764,142.2,1.5
2.366432,5.6,Submitted Data,True,10.276186,4.6690836,4.61413,9.994999,99.9,3.5
2.607681,6.8,Submitted Data,True,11.627554,4.9141245,4.8736696,11.392981,129.8,3.5
2.9563491,8.74,Not Submitted,False,13.056799,5.144467,5.1129513,12.8514595,165.16,0.0
2.5495098,6.5,Submitted Data,True,11.574973,4.9051266,4.7808027,10.871983,118.2,4.0
2.1679482,4.7,Submitted Data,True,9.507892,4.5152454,4.494239,9.407444,88.5,3.5
2.280351,5.2,Submitted Data,True,10.084641,4.631812,4.5961294,9.904545,98.1,4.0
2.7018511,7.3,Submitted Data,True,11.8448305,4.9508853,4.927978,11.708971,137.1,3.0
2.1679482,4.7,Submitted Data,True,9.444575,4.5020294,4.473922,9.311283,86.7,4.0
1.9493588,3.8,Submitted Data,True,8.514693,4.2972856,4.2738843,8.414273,70.8,4.0
2.6645825,7.1,Submitted Data,True,11.94571,4.9677277,4.9097095,11.601724,134.6,1.0
3.34664,11.2,Submitted Data,True,14.683324,5.378052,5.351858,14.491377,210.0,1.0
3.065942,9.4,Submitted Data,True,13.232535,5.171052,5.1357985,13.0,169.0,4.0
3.8987176,15.2,Submitted Data,True,17.464249,5.723585,5.674697,17.041126,290.4,1.0
3.1622777,10.0,Submitted Data,True,13.453624,5.2040067,5.2040067,13.453624,181.0,4.0
3.065942,9.4,Submitted Data,True,13.509256,5.2122145,5.192401,13.37535,178.9,1.0
2.738613,7.5,Submitted Data,True,12.401613,5.042134,4.982236,12.033287,144.8,2.5
2.0976176,4.4,Not Submitted,False,9.182592,4.4464087,4.4188404,9.055386,82.0,0.0
3.224903,10.4,Submitted Data,True,13.978555,5.2801533,5.2652774,13.874437,192.5,3.0
2.6457512,7.0,Submitted Data,True,12.140841,4.9999113,4.908233,11.5931015,134.4,2.5
11.683321,136.5,Submitted Data,True,51.927834,7.9000807,7.900007,51.925907,2696.3,1.0
2.7568097,7.6,Submitted Data,True,12.169634,5.004617,4.9732795,11.979149,143.5,2.5
2.7495453,7.56,Exempt,False,12.213926,5.0118346,4.976596,11.9991665,143.98,1.5
2.2135944,4.9,Submitted Data,True,10.1242285,4.6395717,4.5622625,9.736529,94.8,3.0
4.571652,20.9,Submitted Data,True,19.776249,5.971517,5.9524636,19.588263,383.7,3.5
2.5495098,6.5,Submitted Data,True,11.392981,4.8736696,4.8194747,11.086027,122.9,4.0
3.1464264,9.9,Submitted Data,True,14.258331,5.3195896,5.243861,13.725888,188.4,1.0
2.4979992,6.24,Not Submitted,False,10.904128,4.7866583,4.7664385,10.793516,116.5,0.0
3.8026307,14.46,Exempt,False,16.914492,5.6598306,5.589344,16.326666,266.56,1.6
2.50998,6.3,Submitted Data,True,11.1040535,4.822698,4.7791233,10.862781,118.0,3.0
2.611513,6.82,Not Submitted,False,11.586199,4.907051,4.8751974,11.401754,130.0,0.0
2.70555,7.32,Not Submitted,False,11.944874,4.9675884,4.9323134,11.734565,137.7,0.0
2.144761,4.6,Submitted Data,True,9.502631,4.5141506,4.487512,9.3755,87.9,4.0
3.6606011,13.4,Submitted Data,True,16.149303,5.5675807,5.5041113,15.64289,244.7,2.0
2.4494898,6.0,Not Submitted,False,10.800926,4.767799,4.7395263,10.648005,113.38,0.0
2.6038432,6.78,Not Submitted,False,11.392102,4.8735166,4.831349,11.152578,124.38,0.0
2.5845697,6.68,Submitted Data,True,11.235658,4.846075,4.8110456,11.0390215,121.86,0.0
2.9664793,8.8,Submitted Data,True,13.315405,5.1834674,5.1316724,12.973049,168.3,2.0
2.302173,5.3,Submitted Data,True,10.217632,4.6577625,4.6288867,10.0697565,101.4,4.0
3.1780498,10.1,Submitted Data,True,13.635982,5.2307878,5.214936,13.527749,183.0,3.0
2.720294,7.4,Submitted Data,True,11.886968,4.9579377,4.927978,11.708971,137.1,3.0
2.0248456,4.1,Submitted Data,True,8.961027,4.398146,4.356709,8.774964,77.0,4.0
2.48998,6.2,Submitted Data,True,10.990906,4.8023806,4.7688184,10.806479,116.78,0.0
2.236068,5.0,Submitted Data,True,10.104454,4.6356993,4.5849676,9.848858,97.0,4.0
2.9154758,8.5,Submitted Data,True,12.625371,5.0776706,5.0701613,12.577758,158.2,1.5
2.588436,6.7,Submitted Data,True,11.627554,4.9141245,4.869072,11.366618,129.2,2.0
2.8740215,8.26,Not Submitted,False,12.53874,5.0639863,5.040194,12.389512,153.5,0.0
2.302173,5.3,Submitted Data,True,9.984989,4.612146,4.59512,9.899495,98.0,4.0
2.408319,5.8,Submitted Data,True,10.511898,4.7140245,4.692265,10.397115,108.1,2.0
3.3015149,10.9,Submitted Data,True,14.563653,5.3617616,5.336095,14.377065,206.7,1.0
2.607681,6.8,Submitted Data,True,11.445523,4.882802,4.8473315,11.242776,126.4,3.0
4.6583257,21.7,Submitted Data,True,19.756012,5.9694743,5.9666595,19.728153,389.2,1.0
2.792848,7.8,Submitted Data,True,12.300406,5.025852,4.9870253,12.062338,145.5,1.5
0.70710677,0.5,Submitted Data,True,9.147677,4.4388795,2.261763,2.9325757,8.6,4.0
2.720294,7.4,Submitted Data,True,11.928956,4.9649405,4.9373474,11.764353,138.4,3.0
2.2315915,4.98,Not Submitted,False,10.34408,4.6821313,4.6422734,10.138047,102.78,0.0
2.236068,5.0,Submitted Data,True,9.929753,4.601162,4.553877,9.69536,94.0,4.0
2.2847319,5.22,Not Submitted,False,9.929753,4.601162,4.5775933,9.812237,96.28,0.0
2.738613,7.5,Submitted Data,True,11.811012,4.9452076,4.9359117,11.75585,138.2,4.0
2.792848,7.8,Submitted Data,True,11.83216,4.94876,4.94876,11.83216,140.0,0.0
1.9493588,3.8,Submitted Data,True,8.526429,4.3000026,4.272491,8.408329,70.7,4.0
3.7682889,14.2,Submitted Data,True,15.987495,5.5475183,5.5475183,15.987495,255.6,1.0
2.8460498,8.1,Submitted Data,True,12.747549,5.096813,5.033049,12.345039,152.4,2.0
1.8973666,3.6,Submitted Data,True,8.402381,4.2710953,4.237001,8.258329,68.2,4.0
2.529822,6.4,Submitted Data,True,11.108555,4.823502,4.7933083,10.940749,119.7,2.5
2.626785,6.9,Submitted Data,True,11.657616,4.919251,4.886583,11.467345,131.5,3.0
5.3665633,28.8,Submitted Data,True,22.930328,6.266821,6.2641597,22.899782,524.4,2.0
2.302173,5.3,Submitted Data,True,10.173495,4.649187,4.620059,10.024969,100.5,3.5
2.144761,4.6,Submitted Data,True,9.418068,4.496471,4.4670568,9.279009,86.1,4.0
2.302173,5.3,Submitted Data,True,10.34408,4.6821313,4.6161103,10.004999,100.1,4.0
2.32379,5.4,Submitted Data,True,10.1242285,4.6395717,4.6151204,10.0,100.0,4.0
2.258318,5.1,Submitted Data,True,9.700516,4.554929,4.5368915,9.612492,92.4,0.2
2.3874674,5.7,Submitted Data,True,11.793219,4.9422135,4.665324,10.256705,105.2,4.0
2.4041631,5.78,Exempt,False,10.599056,4.730392,4.691348,10.392304,108.0,3.0
2.258318,5.1,Submitted Data,True,9.736529,4.5622625,4.5622625,9.736529,94.8,4.0
3.4641016,12.0,Submitted Data,True,14.906375,5.408068,5.395898,14.815533,219.5,4.0
3.130495,9.8,Submitted Data,True,13.145341,5.157905,5.1387353,13.019217,169.5,4.0
2.5495098,6.5,Submitted Data,True,11.26499,4.8512487,4.8146205,11.058933,122.3,4.0
2.4166093,5.84,Not Submitted,False,10.749884,4.758406,4.717248,10.529008,110.86,0.0
5.4129477,29.3,Submitted Data,True,23.22068,6.2919393,6.2846937,23.13655,535.3,3.0
2.408319,5.8,Submitted Data,True,10.798148,4.767289,4.7095304,10.488089,110.0,4.0
2.50998,6.3,Submitted Data,True,10.968136,4.798267,4.760463,10.761041,115.8,3.0
2.5495098,6.5,Submitted Data,True,11.202679,4.8402424,4.8186674,11.081516,122.8,4.0
1.9748417,3.9,Submitted Data,True,8.531119,4.301088,4.2904596,8.485281,72.0,4.0
2.236068,5.0,Submitted Data,True,9.741663,4.563306,4.5443583,9.648834,93.1,4.0
2.32379,5.4,Submitted Data,True,10.246951,4.6634393,4.641502,10.134101,102.7,3.0
1.8439089,3.4,Submitted Data,True,8.191459,4.2209773,4.1774592,8.01249,64.2,4.0
2.1679482,4.7,Submitted Data,True,9.465728,4.506454,4.4830027,9.354143,87.5,4.0
2.5495098,6.5,Submitted Data,True,11.166916,4.833898,4.8121843,11.045361,122.0,4.0
2.4289916,5.9,Submitted Data,True,10.672395,4.744062,4.7113304,10.497619,110.2,3.5
3.082207,9.5,Submitted Data,True,13.0268955,5.139908,5.139908,13.0268955,169.7,4.0
2.4372115,5.94,Not Submitted,False,10.697663,4.7487507,4.718856,10.537552,111.04,0.0
2.7748873,7.7,Submitted Data,True,12.206555,5.0106354,4.951593,11.8490505,140.4,2.0
2.6832817,7.2,Submitted Data,True,11.77285,4.9387813,4.899331,11.54123,133.2,2.5
2.607681,6.8,Submitted Data,True,11.7046995,4.9272537,4.855929,11.29159,127.5,3.0
1.1401755,1.3,Submitted Data,True,4.84768,3.198673,3.198673,4.84768,23.5,4.0
2.607681,6.8,Submitted Data,True,11.562872,4.90305,4.8744335,11.397368,129.9,4.0
2.6645825,7.1,Submitted Data,True,11.63615,4.9155917,4.891852,11.497826,132.2,3.0
3.1464264,9.9,Not Submitted,False,13.581605,5.2228394,5.191845,13.371612,178.8,0.0
2.2135944,4.9,Submitted Data,True,9.853933,4.5859876,4.53582,9.607289,92.3,4.0
2.9154758,8.5,Submitted Data,True,12.688578,5.0875964,5.0556087,12.485992,155.9,2.0
2.9664793,8.8,Submitted Data,True,12.790622,5.1035185,5.080783,12.645157,159.9,2.0
3.04959,9.3,Not Submitted,False,13.113352,5.1530604,5.145516,13.06369,170.66,0.0
2.734959,7.48,Exempt,False,12.15648,5.0024686,4.9542766,11.865075,140.78,2.6
3.3015149,10.9,Submitted Data,True,14.335271,5.3303003,5.286245,14.021412,196.6,1.0
2.50998,6.3,Submitted Data,True,11.1445055,4.8299127,4.7824793,10.881176,118.4,3.0
3.7013512,13.7,Not Submitted,False,16.05366,5.5557466,5.53244,15.866947,251.76,0.0
2.738613,7.5,Submitted Data,True,11.870131,4.9551225,4.9097095,11.601724,134.6,4.0
2.4698179,6.1,Submitted Data,True,10.774971,4.763028,4.7167115,10.526158,110.8,3.5
1.6431676,2.7,Submitted Data,True,7.1624017,3.9569964,3.9278963,7.0569115,49.8,4.0
3.2710855,10.7,Submitted Data,True,13.910428,5.270432,5.270432,13.910428,193.5,1.0
2.345208,5.5,Not Submitted,False,10.415373,4.6957417,4.6602263,10.230347,104.66,0.0
3.5213633,12.4,Not Submitted,False,15.332319,5.464171,5.438688,15.137371,229.14,0.0
2.7712812,7.68,Not Submitted,False,12.135898,4.9991026,4.9670315,11.9415245,142.6,0.0
2.345208,5.5,Submitted Data,True,10.329569,4.6793494,4.651099,10.18332,103.7,4.0
3.2093613,10.3,Submitted Data,True,14.032106,5.2877617,5.2724867,13.924798,193.9,4.0
3.1780498,10.1,Submitted Data,True,14.251316,5.31861,5.270946,13.9140215,193.6,1.0
2.408319,5.8,Submitted Data,True,10.639549,4.7379513,4.721174,10.549882,111.3,2.5
2.48998,6.2,Submitted Data,True,11.148991,4.830711,4.7647347,10.784247,116.3,3.0
2.144761,4.6,Submitted Data,True,9.581232,4.5304465,4.4693503,9.28978,86.3,4.0
2.6944387,7.26,Not Submitted,False,11.867603,4.9546995,4.925803,11.696154,136.8,0.0
2.792848,7.8,Submitted Data,True,12.222929,5.0132985,4.989071,12.074767,145.8,2.0
2.6795523,7.18,Not Submitted,False,11.720068,4.929859,4.8984365,11.536031,133.08,0.0
2.8530686,8.14,Not Submitted,False,12.272734,5.0213776,5.0027375,12.158125,147.82,0.0
2.209072,4.88,Not Submitted,False,9.706698,4.55619,4.5213537,9.537295,90.96,0.0
2.7018511,7.3,Submitted Data,True,11.823705,4.9473405,4.885072,11.458621,131.3,1.5
2.2715633,5.16,Not Submitted,False,11.125646,4.8265524,4.5802627,9.825477,96.54,0.0
2.4289916,5.9,Submitted Data,True,10.26645,4.667206,4.667206,10.26645,105.4,4.0
3.4058774,11.6,Submitted Data,True,15.053239,5.42759,5.4098587,14.9197855,222.6,2.0
2.5495098,6.5,Submitted Data,True,11.052602,4.813484,4.785156,10.895871,118.72,0.0
3.744329,14.02,Not Submitted,False,16.232067,5.5777655,5.555901,16.054905,257.76,0.0
2.9154758,8.5,Submitted Data,True,12.723993,5.0931363,5.05879,12.505999,156.4,2.5
2.6645825,7.1,Submitted Data,True,11.7046995,4.9272537,4.8970933,11.528226,132.9,1.0
2.3874674,5.7,Submitted Data,True,10.26645,4.667206,4.6615505,10.237187,104.8,2.5
2.588436,6.7,Submitted Data,True,11.493477,4.891101,4.855929,11.29159,127.5,2.0
2.5612497,6.56,Not Submitted,False,11.207141,4.8410325,4.806804,11.015444,121.34,0.0
2.738613,7.5,Submitted Data,True,11.827933,4.9480505,4.925803,11.696154,136.8,2.5
3.130495,9.8,Submitted Data,True,13.575713,5.2219763,5.1935124,13.382825,179.1,2.0
2.6645825,7.1,Submitted Data,True,11.730303,4.931592,4.8706064,11.375412,129.4,3.0
2.720294,7.4,Submitted Data,True,12.111978,4.995183,4.953712,11.861703,140.7,3.0
3.0133038,9.08,Not Submitted,False,13.171181,5.16181,5.119071,12.891082,166.18,0.0
2.607681,6.8,Submitted Data,True,11.397368,4.8744335,4.8315086,11.153475,124.4,2.5
2.7748873,7.7,Submitted Data,True,12.340988,5.032397,4.9978876,12.128479,147.1,2.0
2.6381812,6.96,Not Submitted,False,11.555085,4.901713,4.86229,11.327842,128.32,0.0
1.8220867,3.32,Submitted Data,True,8.8656645,4.377014,4.191471,8.069696,65.12,0.0
2.0736442,4.3,Submitted Data,True,9.455157,4.5042443,4.4450016,9.176056,84.2,4.0
3.0166206,9.1,Submitted Data,True,13.194695,5.165357,5.1357985,13.0,169.0,2.0
2.738613,7.5,Submitted Data,True,12.243365,5.0166173,4.9705076,11.962441,143.1,3.5
2.3874674,5.7,Submitted Data,True,10.798148,4.767289,4.703204,10.454664,109.3,3.0
