GHG Intensity (kg CO2e/sq ft)_sqrt,GHG Intensity (kg CO2e/sq ft),Reporting Status,Reporting Status_Submitted Data,Weather Normalized Source EUI (kBtu/sq ft)_sqrt,Weather Normalized Source EUI (kBtu/sq ft)_log,Source EUI (kBtu/sq ft)_log,Source EUI (kBtu/sq ft)_sqrt,Source EUI (kBtu/sq ft),Chicago Energy Rating
3.3166249,11.0,Submitted Data,True,14.180973,5.3087626,5.299317,14.113823,199.2,4.0
1.8708287,3.5,Submitted Data,True,8.240146,4.232656,4.207673,8.136338,66.2,4.0
2.345208,5.5,Submitted Data,True,10.353744,4.6839814,4.65396,10.198039,104.0,3.5
2.792848,7.8,Submitted Data,True,12.275992,5.021905,4.9938283,12.103719,146.5,2.5
2.366432,5.6,Submitted Data,True,10.319883,4.6774907,4.6405373,10.129166,102.6,4.0
2.7166154,7.38,Not Submitted,False,12.135073,4.9989676,4.960604,11.902941,141.68,0.0
2.302173,5.3,Submitted Data,True,10.178409,4.6501436,4.619073,10.01998,100.4,4.0
2.4819348,6.16,Not Submitted,False,10.769402,4.762003,4.7369,10.633908,113.08,0.0
2.2135944,4.9,Submitted Data,True,9.924717,4.6001577,4.567468,9.762172,95.3,4.0
2.4698179,6.1,Submitted Data,True,11.1400175,4.8291135,4.7638817,10.779611,116.2,3.0
2.607681,6.8,Not Submitted,False,11.550757,4.900969,4.861207,11.321661,128.18,0.0
3.6331804,13.2,Submitted Data,True,15.342751,5.465525,5.461711,15.313393,234.5,2.0
2.7568097,7.6,Submitted Data,True,12.149074,5.001258,4.9423566,11.794066,139.1,1.0
2.366432,5.6,Submitted Data,True,10.473777,4.706824,4.667206,10.26645,105.4,4.0
4.604346,21.2,Submitted Data,True,20.391174,6.0326066,6.0326066,20.391174,415.8,1.0
2.6645825,7.1,Submitted Data,True,11.640447,4.9163246,4.888091,11.476062,131.7,1.0
2.6645825,7.1,Submitted Data,True,11.6490345,4.9177885,4.8574843,11.300443,127.7,4.0
2.7018511,7.3,Submitted Data,True,12.136722,4.999237,4.9551225,11.870131,140.9,4.0
2.4289916,5.9,Submitted Data,True,10.50714,4.713127,4.6821313,10.34408,107.0,3.0
3.6055512,13.0,Submitted Data,True,15.378556,5.4701676,5.464679,15.336231,235.2,1.0
2.2,4.84,Not Submitted,False,9.69536,4.553877,4.5161204,9.512097,90.48,0.0
3.6331804,13.2,Submitted Data,True,15.754364,5.5182557,5.50085,15.617298,243.9,1.0
2.258318,5.1,Submitted Data,True,10.324728,4.6784205,4.59512,9.899495,98.0,4.0
2.565151,6.58,Not Submitted,False,11.129241,4.8271933,4.813484,11.052602,122.16,0.0
3.2093613,10.3,Submitted Data,True,14.138599,5.3028073,5.2585363,13.827509,191.2,2.0
2.6457512,7.0,Submitted Data,True,11.840608,4.950177,4.904534,11.571517,133.9,1.0
2.0736442,4.3,Submitted Data,True,9.110434,4.4308167,4.4127984,9.027735,81.5,4.0
2.1908903,4.8,Submitted Data,True,9.767292,4.5685062,4.540098,9.628084,92.7,4.0
1.9493588,3.8,Submitted Data,True,8.479386,4.2890887,4.265493,8.378544,70.2,4.0
2.9597297,8.76,Exempt,False,12.893409,5.11943,5.0841336,12.6664915,160.44,2.8
2.5495098,6.5,Submitted Data,True,10.904128,4.7866583,4.7849884,10.894953,118.7,3.5
2.8565714,8.16,Exempt,False,12.525973,5.061962,5.0339613,12.350708,152.54,2.0
2.302173,5.3,Submitted Data,True,9.95992,4.607168,4.576771,9.80816,96.2,3.5
5.683309,32.3,Submitted Data,True,24.18057,6.3728075,6.3687015,24.130894,582.3,1.0
3.0331502,9.2,Submitted Data,True,13.198484,5.1659284,5.126936,12.942179,167.5,3.0
2.0976176,4.4,Submitted Data,True,9.241212,4.4589877,4.4248466,9.082951,82.5,4.0
2.8635643,8.2,Submitted Data,True,12.247449,5.0172796,5.009301,12.19836,148.8,4.0
3.065942,9.4,Submitted Data,True,13.468482,5.206202,5.1340322,12.988457,168.7,1.0
2.9495761,8.7,Submitted Data,True,12.747549,5.096813,5.078917,12.633289,159.6,1.5
2.4576411,6.04,Not Submitted,False,10.708875,4.750828,4.7288027,10.590562,112.16,0.0
3.7682889,14.2,Exempt,False,16.329115,5.589643,5.567275,16.146826,260.72,0.9
2.50998,6.3,Submitted Data,True,11.198215,4.8394513,4.787492,10.908712,119.0,2.5
2.7018511,7.3,Submitted Data,True,12.016655,4.9794884,4.9359117,11.75585,138.2,2.5
1.8165902,3.3,Submitted Data,True,7.9120164,4.1526136,4.1367655,7.8485665,61.6,4.0
2.408319,5.8,Submitted Data,True,10.47855,4.707727,4.6690836,10.276186,105.6,3.0
2.9832869,8.9,Submitted Data,True,12.903488,5.120983,5.0998664,12.767145,163.0,1.0
2.408319,5.8,Submitted Data,True,10.677078,4.744932,4.7021155,10.448923,109.18,0.0
2.529822,6.4,Submitted Data,True,11.318127,4.860587,4.817859,11.0770035,122.7,4.0
1.9493588,3.8,Submitted Data,True,8.432081,4.278054,4.2513485,8.318654,69.2,4.0
2.236068,5.0,Submitted Data,True,9.751923,4.565389,4.547541,9.664368,93.4,4.0
2.607681,6.8,Submitted Data,True,11.322544,4.8613615,4.8410325,11.207141,125.6,4.0
2.366432,5.6,Submitted Data,True,10.324728,4.6784205,4.6549125,10.202941,104.1,3.5
3.04959,9.3,Submitted Data,True,13.394029,5.1951766,5.154447,13.122499,172.2,0.0
2.258318,5.1,Submitted Data,True,10.034939,4.6220274,4.5890408,9.8691435,97.4,3.5
2.0976176,4.4,Submitted Data,True,9.316651,4.4750614,4.4402957,9.154234,83.8,4.0
2.0,4.0,Submitted Data,True,8.780661,4.3579903,4.339902,8.700575,75.7,4.0
2.48998,6.2,Not Submitted,False,11.054411,4.813809,4.778451,10.8590975,117.92,0.0
2.529822,6.4,Submitted Data,True,10.922454,4.7899885,4.767289,10.798148,116.6,3.0
2.6645825,7.1,Submitted Data,True,9.774457,4.5699573,4.9207106,11.66619,136.1,1.0
2.75318,7.58,Exempt,False,11.965785,4.9710627,4.9484763,11.830469,139.96,0.0
2.32379,5.4,Submitted Data,True,10.464225,4.7050157,4.6501436,10.178409,103.6,3.5
3.7682889,14.2,Submitted Data,True,16.161682,5.5691075,5.562603,16.109003,259.5,2.0
2.792848,7.8,Submitted Data,True,12.461942,5.0517774,4.9883895,12.070625,145.7,4.0
3.1780498,10.1,Submitted Data,True,13.736812,5.245444,5.220356,13.56466,184.0,1.0
2.6832817,7.2,Submitted Data,True,12.300406,5.025852,4.9480505,11.827933,139.9,1.5
2.4248712,5.88,Not Submitted,False,10.761041,4.760463,4.7199264,10.543244,111.16,0.0
2.48998,6.2,Submitted Data,True,10.816654,4.7706847,4.7492704,10.700467,114.5,4.0
1.7029387,2.9,Submitted Data,True,7.314369,3.9982007,4.012773,7.3688536,54.3,4.0
4.549725,20.7,Not Submitted,False,21.39486,6.128484,5.990464,19.96497,398.6,0.0
2.5612497,6.56,Not Submitted,False,11.205356,4.8407164,4.818506,11.080614,122.78,0.0
2.345208,5.5,Submitted Data,True,10.425929,4.697749,4.6596584,10.227414,104.6,4.0
2.7018511,7.3,Submitted Data,True,11.895377,4.959342,4.879767,11.428036,130.6,4.0
2.7018511,7.3,Submitted Data,True,12.049896,4.9849753,4.94876,11.83216,140.0,1.0
2.8460498,8.1,Submitted Data,True,12.284136,5.0232224,4.995183,12.111978,146.7,1.0
4.086563,16.7,Submitted Data,True,17.776388,5.7589016,5.7465224,17.666351,312.1,1.0
2.5019991,6.26,Not Submitted,False,11.102252,4.8223763,4.7713623,10.820352,117.08,0.0
2.720294,7.4,Submitted Data,True,12.066483,4.9877076,4.923624,11.683321,136.5,2.5
2.738613,7.5,Submitted Data,True,11.713241,4.928702,4.9359117,11.75585,138.2,4.0
3.1464264,9.9,Submitted Data,True,13.608821,5.2268214,5.209486,13.490738,182.0,3.0
2.4698179,6.1,Submitted Data,True,10.825895,4.772378,4.7431917,10.667708,113.8,3.5
2.6832817,7.2,Submitted Data,True,11.549891,4.9008203,4.890349,11.489125,132.0,4.0
2.4698179,6.1,Submitted Data,True,11.063454,4.815431,4.7765994,10.848963,117.7,4.0
2.7018511,7.3,Submitted Data,True,11.657616,4.919251,4.899331,11.54123,133.2,3.0
2.280351,5.2,Submitted Data,True,9.848858,4.5849676,4.566429,9.757049,95.2,4.0
2.8460498,8.1,Not Submitted,False,12.480385,5.054716,5.0306993,12.33045,152.04,0.0
2.2135944,4.9,Submitted Data,True,9.612492,4.5368915,4.5185223,9.523655,90.7,4.0
3.2093613,10.3,Submitted Data,True,13.608821,5.2268214,5.228431,13.619839,185.5,3.0
2.810694,7.9,Submitted Data,True,12.00833,4.978112,4.9508853,11.8448305,140.3,4.0
2.4494898,6.0,Submitted Data,True,10.644247,4.7388268,4.7113304,10.497619,110.2,4.0
2.946184,8.68,Submitted Data,True,12.830433,5.109696,5.088707,12.695668,161.18,0.0
2.144761,4.6,Submitted Data,True,9.348797,4.481872,4.4379344,9.143304,83.6,4.0
2.720294,7.4,Submitted Data,True,11.907981,4.961445,4.931592,11.730303,137.6,3.0
2.7748873,7.7,Submitted Data,True,12.132601,4.998563,4.978801,12.012493,144.3,3.0
2.408319,5.8,Submitted Data,True,10.50238,4.7122293,4.6959248,10.416333,108.5,3.5
2.3874674,5.7,Submitted Data,True,10.526158,4.7167115,4.647271,10.163661,103.3,3.5
2.529822,6.4,Submitted Data,True,11.018167,4.8072944,4.768988,10.8074045,116.8,4.0
2.720294,7.4,Submitted Data,True,12.136722,4.999237,4.9579377,11.886968,141.3,2.5
2.8982754,8.4,Submitted Data,True,12.79453,5.1041255,5.073923,12.601587,158.8,1.0
2.9325757,8.6,Exempt,False,12.634872,5.079166,5.056373,12.490797,156.02,3.1
2.626785,6.9,Submitted Data,True,11.584473,4.906755,4.879007,11.423659,130.5,4.0
2.345208,5.5,Not Submitted,False,10.491901,4.710251,4.6664534,10.262553,105.32,0.0
2.6457512,7.0,Submitted Data,True,11.467345,4.886583,4.8698397,11.371016,129.3,4.0
2.0248456,4.1,Submitted Data,True,8.83742,4.3707128,4.355426,8.769264,76.9,3.5
3.1622777,10.0,Submitted Data,True,13.992855,5.282188,5.249127,13.762267,189.4,2.5
5.00999,25.1,Submitted Data,True,21.549942,6.142897,6.1362143,21.477896,461.3,2.0
2.50998,6.3,Not Submitted,False,11.074294,4.817374,4.780635,10.871062,118.18,0.0
3.2403703,10.5,Submitted Data,True,14.377065,5.336095,5.2688885,13.89964,193.2,2.5
5.310367,28.2,Submitted Data,True,22.912878,6.265301,6.25094,22.748627,517.5,3.0
2.9495761,8.7,Submitted Data,True,13.00769,5.1369743,5.071417,12.585706,158.4,4.0
1.8973666,3.6,Submitted Data,True,8.136338,4.207673,4.201703,8.11172,65.8,3.0
2.7748873,7.7,Submitted Data,True,12.045746,4.9842916,4.9308705,11.726039,137.5,4.0
2.8982754,8.4,Submitted Data,True,12.653063,5.0820255,5.052417,12.465954,155.4,1.0
2.529822,6.4,Submitted Data,True,10.899541,4.785824,4.769837,10.812031,116.9,4.0
2.280351,5.2,Submitted Data,True,9.95992,4.607168,4.5798526,9.8234415,96.5,4.0
2.626785,6.9,Submitted Data,True,11.734565,4.9323134,4.890349,11.489125,132.0,3.5
2.8565714,8.16,Not Submitted,False,12.537943,5.06386,5.0339613,12.350708,152.54,0.0
2.32379,5.4,Submitted Data,True,9.919678,4.599152,4.62301,10.03992,100.8,0.0
2.5495098,6.5,Submitted Data,True,10.798148,4.767289,4.767289,10.798148,116.6,4.0
2.529822,6.4,Submitted Data,True,11.135529,4.828314,4.7999144,10.977249,120.5,4.0
3.130495,9.8,Submitted Data,True,13.685759,5.2380366,5.220356,13.56466,184.0,1.0
1.8973666,3.6,Submitted Data,True,8.420214,4.275276,4.241327,8.276473,68.5,4.0
2.5690465,6.6,Submitted Data,True,11.099549,4.821893,4.8072944,11.018167,121.4,4.0
3.6660604,13.44,Exempt,False,15.672269,5.5078487,5.5050874,15.650559,244.94,2.5
2.258318,5.1,Submitted Data,True,9.838699,4.5829244,4.563306,9.741663,94.9,3.5
3.4058774,11.6,Submitted Data,True,14.57395,5.3631682,5.347584,14.460291,209.1,1.0
3.7947333,14.4,Submitted Data,True,16.238842,5.578597,5.570251,16.170961,261.5,2.0
3.3316662,11.1,Submitted Data,True,14.064138,5.2922993,5.294309,14.078352,198.2,3.5
2.302173,5.3,Submitted Data,True,10.256705,4.665324,4.6061697,9.954898,99.1,4.0
2.48998,6.2,Not Submitted,False,11.119352,4.8254294,4.773224,10.830512,117.3,0.0
2.792848,7.8,Submitted Data,True,12.645157,5.080783,5.017942,12.251531,150.1,2.0
2.0976176,4.4,Submitted Data,True,9.165152,4.4426513,4.41522,9.038805,81.7,4.0
2.302173,5.3,Submitted Data,True,10.20784,4.6558633,4.619073,10.01998,100.4,2.5
2.408319,5.8,Submitted Data,True,10.611315,4.7326837,4.652054,10.188229,103.8,4.0
2.6645825,7.1,Submitted Data,True,11.601724,4.9097095,4.891101,11.493477,132.1,3.0
3.6331804,13.2,Submitted Data,True,15.514509,5.487697,5.487697,15.514509,240.7,2.5
2.5495098,6.5,Submitted Data,True,11.26499,4.8512487,4.787492,10.908712,119.0,3.0
3.0331502,9.2,Submitted Data,True,13.292855,5.1800966,5.1480756,13.08052,171.1,1.0
2.2671568,5.14,Not Submitted,False,9.892422,4.5937047,4.561845,9.734475,94.76,0.0
2.7748873,7.7,Submitted Data,True,12.124355,4.9972124,4.955827,11.874342,141.0,2.0
4.049691,16.4,Submitted Data,True,17.843767,5.766444,5.727499,17.498571,306.2,1.0
2.7748873,7.7,Not Submitted,False,12.241732,5.016352,4.9829216,12.037441,144.9,0.0
2.1213202,4.5,Submitted Data,True,9.14877,4.4391155,4.4391155,9.14877,83.7,4.0
2.366432,5.6,Submitted Data,True,10.742439,4.7570324,4.683057,10.348913,107.1,3.5
2.5690465,6.6,Submitted Data,True,11.462984,4.8858275,4.8489003,11.251666,126.6,1.5
1.9235384,3.7,Submitted Data,True,8.294577,4.245634,4.2312036,8.234076,67.8,4.0
2.408319,5.8,Submitted Data,True,10.648944,4.7397013,4.7050157,10.464225,109.5,3.0
2.2135944,4.9,Submitted Data,True,9.402127,4.4931207,4.484132,9.359488,87.6,4.0
2.258318,5.1,Submitted Data,True,9.80816,4.576771,4.5559797,9.705668,94.2,4.0
2.6683328,7.12,Not Submitted,False,11.73286,4.932025,4.898735,11.537765,133.12,0.0
3.1780498,10.1,Submitted Data,True,13.820275,5.2574954,5.228967,13.623509,185.6,1.0
2.366432,5.6,Submitted Data,True,10.492855,4.7104306,4.6530075,10.193135,103.9,3.5
2.3194828,5.38,Not Submitted,False,10.220568,4.658332,4.6151204,10.0,100.0,0.0
4.959839,24.6,Submitted Data,True,21.337759,6.1231503,6.111911,21.217916,450.2,3.0
2.9664793,8.8,Submitted Data,True,12.810152,5.106551,5.1029105,12.786712,163.5,1.0
2.588436,6.7,Submitted Data,True,11.058933,4.8146205,4.8097425,11.031773,121.7,0.0
2.720294,7.4,Submitted Data,True,11.823705,4.9473405,4.927978,11.708971,137.1,4.0
2.32379,5.4,Submitted Data,True,10.139033,4.642466,4.5961294,9.904545,98.1,4.0
4.289522,18.4,Submitted Data,True,18.157642,5.801212,5.803628,18.179659,330.5,2.0
2.588436,6.7,Submitted Data,True,11.571517,4.904534,4.865224,11.344603,128.7,3.5
3.3615472,11.3,Submitted Data,True,14.683324,5.378052,5.3617616,14.563653,212.1,4.0
2.1587033,4.66,Not Submitted,False,12.958395,5.129425,4.4832287,9.355212,87.52,0.0
2.5495098,6.5,Submitted Data,True,11.256109,4.849684,4.810557,11.0363035,121.8,3.5
1.9493588,3.8,Submitted Data,True,8.449852,4.2822065,4.2612705,8.360622,69.9,4.0
3.8209946,14.6,Submitted Data,True,16.16787,5.56987,5.56987,16.16787,261.4,2.5
4.604346,21.2,Submitted Data,True,19.74082,5.96794,5.957649,19.639246,385.7,1.0
2.280351,5.2,Submitted Data,True,9.939819,4.603168,4.5528235,9.690201,93.9,3.5
3.391165,11.5,Submitted Data,True,14.342245,5.3312683,5.3312683,14.342245,205.7,2.0
3.9115214,15.3,Not Submitted,False,16.741566,5.6393504,5.632,16.679928,278.22,0.0
2.8460498,8.1,Submitted Data,True,12.437845,5.047931,5.0212455,12.271919,150.6,2.0
2.236068,5.0,Submitted Data,True,9.833616,4.5819016,4.5368915,9.612492,92.4,4.0
2.48998,6.2,Submitted Data,True,10.931605,4.79165,4.756173,10.737783,115.3,4.0
4.289522,18.4,Submitted Data,True,18.910315,5.8822074,5.8429646,18.541845,343.8,3.0
3.0397367,9.24,Submitted Data,True,13.300376,5.1812215,5.143883,13.052969,170.38,0.0
0.6324555,0.4,Submitted Data,True,2.738613,2.1400661,2.104134,2.6832817,7.2,4.0
2.4698179,6.1,Submitted Data,True,10.949885,4.794964,4.7587495,10.751744,115.6,4.0
2.5495098,6.5,Submitted Data,True,10.954452,4.7957907,4.7957907,10.954452,120.0,3.5
2.5495098,6.5,Submitted Data,True,11.357817,4.8675346,4.821893,11.099549,123.2,3.5
3.0,9.0,Submitted Data,True,12.884099,5.117994,5.0998664,12.767145,163.0,3.0
1.7029387,2.9,Submitted Data,True,7.8549347,4.1383615,4.046554,7.496666,56.2,4.0
2.75318,7.58,Exempt,False,11.965785,4.9710627,4.9484763,11.830469,139.96,0.0
2.0976176,4.4,Submitted Data,True,9.262829,4.463607,4.4355674,9.13236,83.4,4.0
2.87054,8.24,Not Submitted,False,12.526772,5.0620885,5.0382504,12.3773985,153.2,0.0
2.7748873,7.7,Submitted Data,True,12.312595,5.02782,4.9938283,12.103719,146.5,3.5
2.7748873,7.7,Submitted Data,True,12.144958,5.000585,4.977423,12.004166,144.1,2.0
3.082207,9.5,Submitted Data,True,13.446189,5.202907,5.161925,13.17194,173.5,2.5
2.6457512,7.0,Submitted Data,True,11.375412,4.8706064,4.8473315,11.242776,126.4,1.5
2.1213202,4.5,Submitted Data,True,9.246621,4.4601445,4.4426513,9.165152,84.0,4.0
2.280351,5.2,Submitted Data,True,9.803061,4.5757413,4.567468,9.762172,95.3,4.0
1.8973666,3.6,Submitted Data,True,8.099382,4.1987047,4.1866198,8.049845,64.8,3.0
2.7018511,7.3,Exempt,False,11.813552,4.9456344,4.9215856,11.671332,136.22,2.3
3.3763885,11.4,Submitted Data,True,14.976648,5.417433,5.3835773,14.72413,216.8,2.5
2.48998,6.2,Not Submitted,False,11.135529,4.828314,4.7814736,10.875661,118.28,0.0
3.255764,10.6,Submitted Data,True,13.957077,5.277094,5.273,13.928389,194.0,1.0
2.3874674,5.7,Submitted Data,True,10.625442,4.735321,4.6986604,10.430724,108.8,3.5
2.7495453,7.56,Not Submitted,False,12.088011,4.9912486,4.945065,11.810165,139.48,0.0
1.9493588,3.8,Submitted Data,True,8.56738,4.309456,4.2822065,8.449852,71.4,4.0
3.04959,9.3,Submitted Data,True,13.575713,5.2219763,5.1829066,13.311649,177.2,1.0
3.2093613,10.3,Not Submitted,False,13.792751,5.253529,5.241747,13.711309,188.0,0.0
5.540758,30.7,Submitted Data,True,23.40299,6.307552,6.3119164,23.45421,550.1,1.0
2.792848,7.8,Submitted Data,True,12.177849,5.0059576,4.9829216,12.037441,144.9,2.5
2.3958297,5.74,Exempt,False,10.712609,4.751519,4.7035666,10.456577,109.34,3.4
2.738613,7.5,Submitted Data,True,11.949896,4.9684234,4.9444957,11.806778,139.4,4.0
3.5777087,12.8,Submitted Data,True,14.785128,5.3918076,5.434159,15.10298,228.1,3.0
2.4657657,6.08,Not Submitted,False,10.774971,4.763028,4.7270336,10.581116,111.96,0.0
2.4494898,6.0,Submitted Data,True,11.344603,4.865224,4.744932,10.677078,114.0,3.5
5.124451,26.26,Not Submitted,False,23.02781,6.275289,6.214048,22.332039,498.72,0.0
2.745906,7.54,Submitted Data,True,12.065654,4.9875712,4.9534297,11.860017,140.66,0.0
2.1679482,4.7,Submitted Data,True,9.497368,4.513055,4.4750614,9.316651,86.8,4.0
2.5495098,6.5,Submitted Data,True,11.067972,4.8162413,4.774069,10.835128,117.4,4.0
2.588436,6.7,Submitted Data,True,11.198215,4.8394513,4.8243055,11.113055,123.5,2.5
3.0,9.0,Submitted Data,True,12.942179,5.126936,5.1137934,12.856905,165.3,3.0
2.408319,5.8,Submitted Data,True,10.675205,4.744584,4.6935472,10.403846,108.24,0.0
3.5071356,12.3,Not Submitted,False,15.213152,5.4486322,5.422303,15.013328,225.4,0.0
2.7018511,7.3,Submitted Data,True,11.928956,4.9649405,4.934474,11.74734,138.0,2.0
2.4166093,5.84,Not Submitted,False,10.455621,4.7033854,4.68675,10.36822,107.5,0.0
2.04939,4.2,Submitted Data,True,8.916277,4.388257,4.3630986,8.803409,77.5,4.0
3.0561414,9.34,Not Submitted,False,13.308643,5.1824574,5.157445,13.142298,172.72,0.0
2.626785,6.9,Not Submitted,False,11.586199,4.907051,4.8744335,11.397368,129.9,0.0
2.8635643,8.2,Submitted Data,True,12.481987,5.054971,5.015291,12.235195,149.7,2.5
2.0976176,4.4,Submitted Data,True,9.055386,4.4188404,4.398146,8.961027,80.3,4.0
2.258318,5.1,Submitted Data,True,9.705668,4.5559797,4.525044,9.555103,91.3,4.0
0.83666,0.7,Submitted Data,True,3.6055512,2.6390574,2.6390574,3.6055512,13.0,4.0
2.5690465,6.6,Submitted Data,True,11.211601,4.841822,4.8121843,11.045361,122.0,4.0
1.8165902,3.3,Submitted Data,True,8.074652,4.1926804,4.15104,7.905694,62.5,4.0
2.0736442,4.3,Submitted Data,True,8.8260975,4.368181,4.368181,8.8260975,77.9,4.0
1.8708287,3.5,Submitted Data,True,8.414273,4.2738843,4.2209773,8.191459,67.1,4.0
4.9517674,24.52,Not Submitted,False,20.387741,6.0322704,6.075254,20.831707,433.96,0.0
2.5258663,6.38,Exempt,False,11.116654,4.8249483,4.7868247,10.905045,118.92,2.4
3.757659,14.12,Submitted Data,True,16.302761,5.5864244,5.56987,16.16787,261.4,2.5
2.366432,5.6,Submitted Data,True,10.392304,4.691348,4.619073,10.01998,100.4,4.0
2.0248456,4.1,Submitted Data,True,8.916277,4.388257,4.3605475,8.792042,77.3,4.0
2.0976176,4.4,Submitted Data,True,9.370166,4.486387,4.450853,9.20326,84.7,4.0
1.9235384,3.7,Submitted Data,True,8.637129,4.325456,4.2710953,8.402381,70.6,4.0
2.6229753,6.88,Submitted Data,True,11.550757,4.900969,4.866303,11.350771,128.84,0.0
2.236068,5.0,Not Submitted,False,9.942837,4.6037693,4.564973,9.749872,95.06,0.0
2.8809721,8.3,Submitted Data,True,12.577758,5.0701613,5.0472884,12.433825,154.6,4.0
2.3537204,5.54,Not Submitted,False,10.309219,4.675442,4.6524353,10.190191,103.84,0.0
2.607681,6.8,Submitted Data,True,11.207141,4.8410325,4.822698,11.1040535,123.3,3.0
2.9664793,8.8,Submitted Data,True,12.891858,5.1191907,5.096813,12.747549,162.5,1.0
2.236068,5.0,Submitted Data,True,9.669539,4.5485997,4.5217886,9.539392,91.0,2.0
2.3874674,5.7,Submitted Data,True,10.353744,4.6839814,4.6530075,10.193135,103.9,3.5
2.75318,7.58,Exempt,False,11.965785,4.9710627,4.9484763,11.830469,139.96,0.0
2.4698179,6.1,Submitted Data,True,10.959015,4.7966166,4.760463,10.761041,115.8,3.5
3.7416575,14.0,Submitted Data,True,16.093477,5.560682,5.528238,15.8335085,250.7,1.0
2.5495098,6.5,Submitted Data,True,11.238327,4.8465466,4.808111,11.022704,121.5,4.0
2.4494898,6.0,Submitted Data,True,10.728467,4.7544518,4.7140245,10.511898,110.5,4.0
2.04939,4.2,Submitted Data,True,9.279009,4.4670568,4.394449,8.944272,80.0,4.0
2.4289916,5.9,Submitted Data,True,10.549882,4.721174,4.70411,10.459446,109.4,3.0
3.5071356,12.3,Not Submitted,False,15.213152,5.4486322,5.422303,15.013328,225.4,0.0
2.75318,7.58,Not Submitted,False,11.965785,4.9710627,4.9484763,11.830469,139.96,0.0
3.8987176,15.2,Submitted Data,True,16.664333,5.630136,5.630136,16.664333,277.7,2.0
2.4289916,5.9,Submitted Data,True,10.469002,4.70592,4.683057,10.348913,107.1,4.0
2.258318,5.1,Submitted Data,True,9.648834,4.5443583,4.5196123,9.528903,90.8,4.0
2.4289916,5.9,Submitted Data,True,10.677078,4.744932,4.722064,10.55462,111.4,4.0
2.32379,5.4,Submitted Data,True,9.899495,4.59512,4.5930977,9.889388,97.8,4.0
2.433105,5.92,Exempt,False,10.900458,4.7859907,4.724907,10.569768,111.72,3.3
2.50998,6.3,Submitted Data,True,10.963576,4.797442,4.768988,10.8074045,116.8,2.5
2.9664793,8.8,Submitted Data,True,12.996153,5.13521,5.0943637,12.73185,162.1,3.0
2.6457512,7.0,Submitted Data,True,11.74734,4.934474,4.8970933,11.528226,132.9,2.5
2.3874674,5.7,Submitted Data,True,10.55462,4.722064,4.68675,10.36822,107.5,3.5
2.8809721,8.3,Submitted Data,True,12.2922735,5.024538,5.0106354,12.206555,149.0,3.0
2.565151,6.58,Not Submitted,False,11.218735,4.8430843,4.818344,11.079711,122.76,0.0
2.529822,6.4,Submitted Data,True,11.313708,4.8598123,4.8170505,11.072489,122.6,2.5
2.280351,5.2,Submitted Data,True,9.949874,4.6051702,4.5849676,9.848858,97.0,4.0
3.2863352,10.8,Submitted Data,True,14.3178215,5.327876,5.2750487,13.94274,194.4,2.0
1.7606816,3.1,Submitted Data,True,7.918333,4.1541843,4.1059437,7.7265773,59.7,4.0
2.626785,6.9,Submitted Data,True,11.627554,4.9141245,4.8751974,11.401754,130.0,3.0
2.5768197,6.64,Not Submitted,False,11.299558,4.857329,4.818829,11.082418,122.82,0.0
2.236068,5.0,Submitted Data,True,10.03992,4.62301,4.5819016,9.833616,96.7,3.5
3.6606011,13.4,Submitted Data,True,15.594871,5.4979877,5.4897637,15.530615,241.2,4.0
2.7018511,7.3,Submitted Data,True,11.768602,4.9380646,4.9221683,11.674759,136.3,4.0
3.2863352,10.8,Submitted Data,True,14.156271,5.305293,5.2872562,14.0285425,196.8,2.0
2.9154758,8.5,Submitted Data,True,12.629331,5.078294,5.05879,12.505999,156.4,4.0
3.5213633,12.4,Submitted Data,True,15.604486,5.499215,5.465525,15.342751,235.4,3.5
2.5495098,6.5,Submitted Data,True,11.031773,4.8097425,4.765587,10.788883,116.4,4.0
2.0736442,4.3,Submitted Data,True,9.316651,4.4750614,4.4042773,8.988882,80.8,4.0
2.5690465,6.6,Submitted Data,True,11.166916,4.833898,4.8170505,11.072489,122.6,3.5
2.236068,5.0,Submitted Data,True,9.700516,4.554929,4.5390306,9.6228895,92.6,4.0
2.9495761,8.7,Submitted Data,True,12.93445,5.125748,5.0943637,12.73185,162.1,1.5
3.0166206,9.1,Submitted Data,True,12.720063,5.0925226,5.091908,12.716131,161.7,3.0
3.130495,9.8,Submitted Data,True,13.538833,5.2165647,5.205105,13.461055,181.2,2.0
2.3706539,5.62,Not Submitted,False,10.05485,4.6259527,4.6484213,10.169562,103.42,0.0
3.5213633,12.4,Submitted Data,True,15.172343,5.443283,5.4471684,15.201974,231.1,2.0
1.7320508,3.0,Submitted Data,True,7.5894666,4.0707345,4.036009,7.4565406,55.6,4.0
3.224903,10.4,Submitted Data,True,13.906833,5.269918,5.251226,13.776793,189.8,3.0
3.193744,10.2,Submitted Data,True,13.612494,5.2273583,5.214392,13.524053,182.9,3.5
2.607681,6.8,Submitted Data,True,11.462984,4.8858275,4.8535914,11.278297,127.2,2.5
3.3615472,11.3,Submitted Data,True,14.608217,5.3678436,5.3428125,14.425672,208.1,2.0
3.9874804,15.9,Submitted Data,True,17.008821,5.6709146,5.6709146,17.008821,289.3,2.0
4.0124807,16.1,Submitted Data,True,17.54708,5.7330174,5.7143927,17.3839,302.2,1.0
