Date,Open
2020-11-11 16:00:00,212.39
2020-11-12 16:00:00,217.21
,216.36
,214.87
,216.1
,213.65
,211.38
,212.2
,210.95
,209.59
,215.11
,214.85
,214.1
2020-12-01 16:00:00,214.51
2020-12-02 16:00:00,214.88
2020-12-03 16:00:00,214.61
2020-12-04 16:00:00,214.22
2020-12-07 16:00:00,214.37
2020-12-08 16:00:00,213.97
2020-12-09 16:00:00,215.16
2020-12-10 16:00:00,211.77
2020-12-11 16:00:00,210.05
,213.1
,215.17
,214.75
,219.87
,218.59
,217.55
,222.69
,223.11
,221.42
,224.45
,226.31
,225.23
,221.7
2021-01-04 16:00:00,222.53
2021-01-05 16:00:00,217.26
2021-01-06 16:00:00,212.17
2021-01-07 16:00:00,214.04
2021-01-08 16:00:00,218.68
2021-01-11 16:00:00,218.47
2021-01-12 16:00:00,216.5
,214.02
,215.91
,213.52
,213.75
,217.7
,224.7
,227.08
,229.12
,231.86
,238.0
,235.61
,235.99
2021-02-01 16:00:00,235.06
2021-02-02 16:00:00,241.3
2021-02-03 16:00:00,239.57
2021-02-04 16:00:00,242.66
2021-02-05 16:00:00,242.23
2021-02-08 16:00:00,243.15
2021-02-09 16:00:00,241.87
2021-02-10 16:00:00,245.0
2021-02-11 16:00:00,244.78
2021-02-12 16:00:00,243.93
,245.03
,241.32
,241.8
,243.75
,237.42
,230.33
,230.01
,232.08
,231.53
2021-03-01 16:00:00,235.9
2021-03-02 16:00:00,237.01
2021-03-03 16:00:00,232.16
2021-03-04 16:00:00,226.74
2021-03-05 16:00:00,229.52
2021-03-08 16:00:00,231.37
2021-03-09 16:00:00,232.88
2021-03-10 16:00:00,237.0
2021-03-11 16:00:00,234.96
2021-03-12 16:00:00,234.01
,234.96
,236.28
,236.15
,232.56
,231.02
,230.27
,237.49
,237.85
,235.3
,231.55
,236.59
,233.53
,232.91
